"","time","datetime","dayinweek","hourinday","hourinweek","week"
"3130",3130,"2015-05-05 05:30:00",2,12,60,10
"3131",3131,"2015-05-05 06:00:00",2,13,61,10
"3132",3132,"2015-05-05 06:30:00",2,14,62,10
"3133",3133,"2015-05-05 07:00:00",2,15,63,10
"3134",3134,"2015-05-05 07:30:00",2,16,64,10
"3135",3135,"2015-05-05 08:00:00",2,17,65,10
"3136",3136,"2015-05-05 08:30:00",2,18,66,10
"3137",3137,"2015-05-05 09:00:00",2,19,67,10
"3138",3138,"2015-05-05 09:30:00",2,20,68,10
"3139",3139,"2015-05-05 10:00:00",2,21,69,10
"3140",3140,"2015-05-05 10:30:00",2,22,70,10
"3141",3141,"2015-05-05 11:00:00",2,23,71,10
"3142",3142,"2015-05-05 11:30:00",2,24,72,10
"3143",3143,"2015-05-05 12:00:00",2,25,73,10
"3144",3144,"2015-05-05 12:30:00",2,26,74,10
"3145",3145,"2015-05-05 13:00:00",2,27,75,10
"3146",3146,"2015-05-05 13:30:00",2,28,76,10
"3147",3147,"2015-05-05 14:00:00",2,29,77,10
"3148",3148,"2015-05-05 14:30:00",2,30,78,10
"3149",3149,"2015-05-05 15:00:00",2,31,79,10
"3150",3150,"2015-05-05 15:30:00",2,32,80,10
"3151",3151,"2015-05-05 16:00:00",2,33,81,10
"3152",3152,"2015-05-05 16:30:00",2,34,82,10
"3153",3153,"2015-05-05 17:00:00",2,35,83,10
"3154",3154,"2015-05-05 17:30:00",2,36,84,10
"3155",3155,"2015-05-05 18:00:00",2,37,85,10
"3156",3156,"2015-05-05 18:30:00",2,38,86,10
"3157",3157,"2015-05-05 19:00:00",2,39,87,10
"3158",3158,"2015-05-05 19:30:00",2,40,88,10
"3159",3159,"2015-05-05 20:00:00",2,41,89,10
"3160",3160,"2015-05-05 20:30:00",2,42,90,10
"3161",3161,"2015-05-05 21:00:00",2,43,91,10
"3162",3162,"2015-05-05 21:30:00",2,44,92,10
"3163",3163,"2015-05-05 22:00:00",2,45,93,10
"3164",3164,"2015-05-05 22:30:00",2,46,94,10
"3165",3165,"2015-05-05 23:00:00",2,47,95,10
"3166",3166,"2015-05-05 23:30:00",2,48,96,10
"3167",3167,"2015-05-06 00:00:00",3,1,97,10
"3168",3168,"2015-05-06 00:30:00",3,2,98,10
"3169",3169,"2015-05-06 01:00:00",3,3,99,10
"3170",3170,"2015-05-06 01:30:00",3,4,100,10
"3171",3171,"2015-05-06 02:00:00",3,5,101,10
"3172",3172,"2015-05-06 02:30:00",3,6,102,10
"3173",3173,"2015-05-06 03:00:00",3,7,103,10
"3174",3174,"2015-05-06 03:30:00",3,8,104,10
"3175",3175,"2015-05-06 04:00:00",3,9,105,10
"3176",3176,"2015-05-06 04:30:00",3,10,106,10
"3177",3177,"2015-05-06 05:00:00",3,11,107,10
"3178",3178,"2015-05-06 05:30:00",3,12,108,10
"3179",3179,"2015-05-06 06:00:00",3,13,109,10
"3180",3180,"2015-05-06 06:30:00",3,14,110,10
"3181",3181,"2015-05-06 07:00:00",3,15,111,10
"3182",3182,"2015-05-06 07:30:00",3,16,112,10
"3183",3183,"2015-05-06 08:00:00",3,17,113,10
"3184",3184,"2015-05-06 08:30:00",3,18,114,10
"3185",3185,"2015-05-06 09:00:00",3,19,115,10
"3186",3186,"2015-05-06 09:30:00",3,20,116,10
"3187",3187,"2015-05-06 10:00:00",3,21,117,10
"3188",3188,"2015-05-06 10:30:00",3,22,118,10
"3189",3189,"2015-05-06 11:00:00",3,23,119,10
"3190",3190,"2015-05-06 11:30:00",3,24,120,10
"3191",3191,"2015-05-06 12:00:00",3,25,121,10
"3192",3192,"2015-05-06 12:30:00",3,26,122,10
"3193",3193,"2015-05-06 13:00:00",3,27,123,10
"3194",3194,"2015-05-06 13:30:00",3,28,124,10
"3195",3195,"2015-05-06 14:00:00",3,29,125,10
"3196",3196,"2015-05-06 14:30:00",3,30,126,10
"3197",3197,"2015-05-06 15:00:00",3,31,127,10
"3198",3198,"2015-05-06 15:30:00",3,32,128,10
"3199",3199,"2015-05-06 16:00:00",3,33,129,10
"3200",3200,"2015-05-06 16:30:00",3,34,130,10
"3201",3201,"2015-05-06 17:00:00",3,35,131,10
"3202",3202,"2015-05-06 17:30:00",3,36,132,10
"3203",3203,"2015-05-06 18:00:00",3,37,133,10
"3204",3204,"2015-05-06 18:30:00",3,38,134,10
"3205",3205,"2015-05-06 19:00:00",3,39,135,10
"3206",3206,"2015-05-06 19:30:00",3,40,136,10
"3207",3207,"2015-05-06 20:00:00",3,41,137,10
"3208",3208,"2015-05-06 20:30:00",3,42,138,10
"3209",3209,"2015-05-06 21:00:00",3,43,139,10
"3210",3210,"2015-05-06 21:30:00",3,44,140,10
"3211",3211,"2015-05-06 22:00:00",3,45,141,10
"3212",3212,"2015-05-06 22:30:00",3,46,142,10
"3213",3213,"2015-05-06 23:00:00",3,47,143,10
"3214",3214,"2015-05-06 23:30:00",3,48,144,10
"3215",3215,"2015-05-07 00:00:00",4,1,145,10
"3216",3216,"2015-05-07 00:30:00",4,2,146,10
"3217",3217,"2015-05-07 01:00:00",4,3,147,10
"3218",3218,"2015-05-07 01:30:00",4,4,148,10
"3219",3219,"2015-05-07 02:00:00",4,5,149,10
"3220",3220,"2015-05-07 02:30:00",4,6,150,10
"3221",3221,"2015-05-07 03:00:00",4,7,151,10
"3222",3222,"2015-05-07 03:30:00",4,8,152,10
"3223",3223,"2015-05-07 04:00:00",4,9,153,10
"3224",3224,"2015-05-07 04:30:00",4,10,154,10
"3225",3225,"2015-05-07 05:00:00",4,11,155,10
"3226",3226,"2015-05-07 05:30:00",4,12,156,10
"3227",3227,"2015-05-07 06:00:00",4,13,157,10
"3228",3228,"2015-05-07 06:30:00",4,14,158,10
"3229",3229,"2015-05-07 07:00:00",4,15,159,10
"3230",3230,"2015-05-07 07:30:00",4,16,160,10
"3231",3231,"2015-05-07 08:00:00",4,17,161,10
"3232",3232,"2015-05-07 08:30:00",4,18,162,10
"3233",3233,"2015-05-07 09:00:00",4,19,163,10
"3234",3234,"2015-05-07 09:30:00",4,20,164,10
"3235",3235,"2015-05-07 10:00:00",4,21,165,10
"3236",3236,"2015-05-07 10:30:00",4,22,166,10
"3237",3237,"2015-05-07 11:00:00",4,23,167,10
"3238",3238,"2015-05-07 11:30:00",4,24,168,10
"3239",3239,"2015-05-07 12:00:00",4,25,169,10
"3240",3240,"2015-05-07 12:30:00",4,26,170,10
"3241",3241,"2015-05-07 13:00:00",4,27,171,10
"3242",3242,"2015-05-07 13:30:00",4,28,172,10
"3243",3243,"2015-05-07 14:00:00",4,29,173,10
"3244",3244,"2015-05-07 14:30:00",4,30,174,10
"3245",3245,"2015-05-07 15:00:00",4,31,175,10
"3246",3246,"2015-05-07 15:30:00",4,32,176,10
"3247",3247,"2015-05-07 16:00:00",4,33,177,10
"3248",3248,"2015-05-07 16:30:00",4,34,178,10
"3249",3249,"2015-05-07 17:00:00",4,35,179,10
"3250",3250,"2015-05-07 17:30:00",4,36,180,10
"3251",3251,"2015-05-07 18:00:00",4,37,181,10
"3252",3252,"2015-05-07 18:30:00",4,38,182,10
"3253",3253,"2015-05-07 19:00:00",4,39,183,10
"3254",3254,"2015-05-07 19:30:00",4,40,184,10
"3255",3255,"2015-05-07 20:00:00",4,41,185,10
"3256",3256,"2015-05-07 20:30:00",4,42,186,10
"3257",3257,"2015-05-07 21:00:00",4,43,187,10
"3258",3258,"2015-05-07 21:30:00",4,44,188,10
"3259",3259,"2015-05-07 22:00:00",4,45,189,10
"3260",3260,"2015-05-07 22:30:00",4,46,190,10
"3261",3261,"2015-05-07 23:00:00",4,47,191,10
"3262",3262,"2015-05-07 23:30:00",4,48,192,10
"3263",3263,"2015-05-08 00:00:00",5,1,193,10
"3264",3264,"2015-05-08 00:30:00",5,2,194,10
"3265",3265,"2015-05-08 01:00:00",5,3,195,10
"3266",3266,"2015-05-08 01:30:00",5,4,196,10
"3267",3267,"2015-05-08 02:00:00",5,5,197,10
"3268",3268,"2015-05-08 02:30:00",5,6,198,10
"3269",3269,"2015-05-08 03:00:00",5,7,199,10
"3270",3270,"2015-05-08 03:30:00",5,8,200,10
"3271",3271,"2015-05-08 04:00:00",5,9,201,10
"3272",3272,"2015-05-08 04:30:00",5,10,202,10
"3273",3273,"2015-05-08 05:00:00",5,11,203,10
"3274",3274,"2015-05-08 05:30:00",5,12,204,10
"3275",3275,"2015-05-08 06:00:00",5,13,205,10
"3276",3276,"2015-05-08 06:30:00",5,14,206,10
"3277",3277,"2015-05-08 07:00:00",5,15,207,10
"3278",3278,"2015-05-08 07:30:00",5,16,208,10
"3279",3279,"2015-05-08 08:00:00",5,17,209,10
"3280",3280,"2015-05-08 08:30:00",5,18,210,10
"3281",3281,"2015-05-08 09:00:00",5,19,211,10
"3282",3282,"2015-05-08 09:30:00",5,20,212,10
"3283",3283,"2015-05-08 10:00:00",5,21,213,10
"3284",3284,"2015-05-08 10:30:00",5,22,214,10
"3285",3285,"2015-05-08 11:00:00",5,23,215,10
"3286",3286,"2015-05-08 11:30:00",5,24,216,10
"3287",3287,"2015-05-08 12:00:00",5,25,217,10
"3288",3288,"2015-05-08 12:30:00",5,26,218,10
"3289",3289,"2015-05-08 13:00:00",5,27,219,10
"3290",3290,"2015-05-08 13:30:00",5,28,220,10
"3291",3291,"2015-05-08 14:00:00",5,29,221,10
"3292",3292,"2015-05-08 14:30:00",5,30,222,10
"3293",3293,"2015-05-08 15:00:00",5,31,223,10
"3294",3294,"2015-05-08 15:30:00",5,32,224,10
"3295",3295,"2015-05-08 16:00:00",5,33,225,10
"3296",3296,"2015-05-08 16:30:00",5,34,226,10
"3297",3297,"2015-05-08 17:00:00",5,35,227,10
"3298",3298,"2015-05-08 17:30:00",5,36,228,10
"3299",3299,"2015-05-08 18:00:00",5,37,229,10
"3300",3300,"2015-05-08 18:30:00",5,38,230,10
"3301",3301,"2015-05-08 19:00:00",5,39,231,10
"3302",3302,"2015-05-08 19:30:00",5,40,232,10
"3303",3303,"2015-05-08 20:00:00",5,41,233,10
"3304",3304,"2015-05-08 20:30:00",5,42,234,10
"3305",3305,"2015-05-08 21:00:00",5,43,235,10
"3306",3306,"2015-05-08 21:30:00",5,44,236,10
"3307",3307,"2015-05-08 22:00:00",5,45,237,10
"3308",3308,"2015-05-08 22:30:00",5,46,238,10
"3309",3309,"2015-05-08 23:00:00",5,47,239,10
"3310",3310,"2015-05-08 23:30:00",5,48,240,10
"3311",3311,"2015-05-09 00:00:00",6,1,241,10
"3312",3312,"2015-05-09 00:30:00",6,2,242,10
"3313",3313,"2015-05-09 01:00:00",6,3,243,10
"3314",3314,"2015-05-09 01:30:00",6,4,244,10
"3315",3315,"2015-05-09 02:00:00",6,5,245,10
"3316",3316,"2015-05-09 02:30:00",6,6,246,10
"3317",3317,"2015-05-09 03:00:00",6,7,247,10
"3318",3318,"2015-05-09 03:30:00",6,8,248,10
"3319",3319,"2015-05-09 04:00:00",6,9,249,10
"3320",3320,"2015-05-09 04:30:00",6,10,250,10
"3321",3321,"2015-05-09 05:00:00",6,11,251,10
"3322",3322,"2015-05-09 05:30:00",6,12,252,10
"3323",3323,"2015-05-09 06:00:00",6,13,253,10
"3324",3324,"2015-05-09 06:30:00",6,14,254,10
"3325",3325,"2015-05-09 07:00:00",6,15,255,10
"3326",3326,"2015-05-09 07:30:00",6,16,256,10
"3327",3327,"2015-05-09 08:00:00",6,17,257,10
"3328",3328,"2015-05-09 08:30:00",6,18,258,10
"3329",3329,"2015-05-09 09:00:00",6,19,259,10
"3330",3330,"2015-05-09 09:30:00",6,20,260,10
"3331",3331,"2015-05-09 10:00:00",6,21,261,10
"3332",3332,"2015-05-09 10:30:00",6,22,262,10
"3333",3333,"2015-05-09 11:00:00",6,23,263,10
"3334",3334,"2015-05-09 11:30:00",6,24,264,10
"3335",3335,"2015-05-09 12:00:00",6,25,265,10
"3336",3336,"2015-05-09 12:30:00",6,26,266,10
"3337",3337,"2015-05-09 13:00:00",6,27,267,10
"3338",3338,"2015-05-09 13:30:00",6,28,268,10
"3339",3339,"2015-05-09 14:00:00",6,29,269,10
"3340",3340,"2015-05-09 14:30:00",6,30,270,10
"3341",3341,"2015-05-09 15:00:00",6,31,271,10
"3342",3342,"2015-05-09 15:30:00",6,32,272,10
"3343",3343,"2015-05-09 16:00:00",6,33,273,10
"3344",3344,"2015-05-09 16:30:00",6,34,274,10
"3345",3345,"2015-05-09 17:00:00",6,35,275,10
"3346",3346,"2015-05-09 17:30:00",6,36,276,10
"3347",3347,"2015-05-09 18:00:00",6,37,277,10
"3348",3348,"2015-05-09 18:30:00",6,38,278,10
"3349",3349,"2015-05-09 19:00:00",6,39,279,10
"3350",3350,"2015-05-09 19:30:00",6,40,280,10
"3351",3351,"2015-05-09 20:00:00",6,41,281,10
"3352",3352,"2015-05-09 20:30:00",6,42,282,10
"3353",3353,"2015-05-09 21:00:00",6,43,283,10
"3354",3354,"2015-05-09 21:30:00",6,44,284,10
"3355",3355,"2015-05-09 22:00:00",6,45,285,10
"3356",3356,"2015-05-09 22:30:00",6,46,286,10
"3357",3357,"2015-05-09 23:00:00",6,47,287,10
"3358",3358,"2015-05-09 23:30:00",6,48,288,10
"3359",3359,"2015-05-10 00:00:00",7,1,289,10
"3360",3360,"2015-05-10 00:30:00",7,2,290,10
"3361",3361,"2015-05-10 01:00:00",7,3,291,10
"3362",3362,"2015-05-10 01:30:00",7,4,292,10
"3363",3363,"2015-05-10 02:00:00",7,5,293,10
"3364",3364,"2015-05-10 02:30:00",7,6,294,10
"3365",3365,"2015-05-10 03:00:00",7,7,295,10
"3366",3366,"2015-05-10 03:30:00",7,8,296,10
"3367",3367,"2015-05-10 04:00:00",7,9,297,10
"3368",3368,"2015-05-10 04:30:00",7,10,298,10
"3369",3369,"2015-05-10 05:00:00",7,11,299,10
"3370",3370,"2015-05-10 05:30:00",7,12,300,10
"3371",3371,"2015-05-10 06:00:00",7,13,301,10
"3372",3372,"2015-05-10 06:30:00",7,14,302,10
"3373",3373,"2015-05-10 07:00:00",7,15,303,10
"3374",3374,"2015-05-10 07:30:00",7,16,304,10
"3375",3375,"2015-05-10 08:00:00",7,17,305,10
"3376",3376,"2015-05-10 08:30:00",7,18,306,10
"3377",3377,"2015-05-10 09:00:00",7,19,307,10
"3378",3378,"2015-05-10 09:30:00",7,20,308,10
"3379",3379,"2015-05-10 10:00:00",7,21,309,10
"3380",3380,"2015-05-10 10:30:00",7,22,310,10
"3381",3381,"2015-05-10 11:00:00",7,23,311,10
"3382",3382,"2015-05-10 11:30:00",7,24,312,10
"3383",3383,"2015-05-10 12:00:00",7,25,313,10
"3384",3384,"2015-05-10 12:30:00",7,26,314,10
"3385",3385,"2015-05-10 13:00:00",7,27,315,10
"3386",3386,"2015-05-10 13:30:00",7,28,316,10
"3387",3387,"2015-05-10 14:00:00",7,29,317,10
"3388",3388,"2015-05-10 14:30:00",7,30,318,10
"3389",3389,"2015-05-10 15:00:00",7,31,319,10
"3390",3390,"2015-05-10 15:30:00",7,32,320,10
"3391",3391,"2015-05-10 16:00:00",7,33,321,10
"3392",3392,"2015-05-10 16:30:00",7,34,322,10
"3393",3393,"2015-05-10 17:00:00",7,35,323,10
"3394",3394,"2015-05-10 17:30:00",7,36,324,10
"3395",3395,"2015-05-10 18:00:00",7,37,325,10
"3396",3396,"2015-05-10 18:30:00",7,38,326,10
"3397",3397,"2015-05-10 19:00:00",7,39,327,10
"3398",3398,"2015-05-10 19:30:00",7,40,328,10
"3399",3399,"2015-05-10 20:00:00",7,41,329,10
"3400",3400,"2015-05-10 20:30:00",7,42,330,10
"3401",3401,"2015-05-10 21:00:00",7,43,331,10
"3402",3402,"2015-05-10 21:30:00",7,44,332,10
"3403",3403,"2015-05-10 22:00:00",7,45,333,10
"3404",3404,"2015-05-10 22:30:00",7,46,334,10
"3405",3405,"2015-05-10 23:00:00",7,47,335,10
"3406",3406,"2015-05-10 23:30:00",7,48,336,10
"3407",3407,"2015-05-11 00:00:00",1,1,1,11
"3408",3408,"2015-05-11 00:30:00",1,2,2,11
"3409",3409,"2015-05-11 01:00:00",1,3,3,11
"3410",3410,"2015-05-11 01:30:00",1,4,4,11
"3411",3411,"2015-05-11 02:00:00",1,5,5,11
"3412",3412,"2015-05-11 02:30:00",1,6,6,11
"3413",3413,"2015-05-11 03:00:00",1,7,7,11
"3414",3414,"2015-05-11 03:30:00",1,8,8,11
"3415",3415,"2015-05-11 04:00:00",1,9,9,11
"3416",3416,"2015-05-11 04:30:00",1,10,10,11
"3417",3417,"2015-05-11 05:00:00",1,11,11,11
"3418",3418,"2015-05-11 05:30:00",1,12,12,11
"3419",3419,"2015-05-11 06:00:00",1,13,13,11
"3420",3420,"2015-05-11 06:30:00",1,14,14,11
"3421",3421,"2015-05-11 07:00:00",1,15,15,11
"3422",3422,"2015-05-11 07:30:00",1,16,16,11
"3423",3423,"2015-05-11 08:00:00",1,17,17,11
"3424",3424,"2015-05-11 08:30:00",1,18,18,11
"3425",3425,"2015-05-11 09:00:00",1,19,19,11
"3426",3426,"2015-05-11 09:30:00",1,20,20,11
"3427",3427,"2015-05-11 10:00:00",1,21,21,11
"3428",3428,"2015-05-11 10:30:00",1,22,22,11
"3429",3429,"2015-05-11 11:00:00",1,23,23,11
"3430",3430,"2015-05-11 11:30:00",1,24,24,11
"3431",3431,"2015-05-11 12:00:00",1,25,25,11
"3432",3432,"2015-05-11 12:30:00",1,26,26,11
"3433",3433,"2015-05-11 13:00:00",1,27,27,11
"3434",3434,"2015-05-11 13:30:00",1,28,28,11
"3435",3435,"2015-05-11 14:00:00",1,29,29,11
"3436",3436,"2015-05-11 14:30:00",1,30,30,11
"3437",3437,"2015-05-11 15:00:00",1,31,31,11
"3438",3438,"2015-05-11 15:30:00",1,32,32,11
"3439",3439,"2015-05-11 16:00:00",1,33,33,11
"3440",3440,"2015-05-11 16:30:00",1,34,34,11
"3441",3441,"2015-05-11 17:00:00",1,35,35,11
"3442",3442,"2015-05-11 17:30:00",1,36,36,11
"3443",3443,"2015-05-11 18:00:00",1,37,37,11
"3444",3444,"2015-05-11 18:30:00",1,38,38,11
"3445",3445,"2015-05-11 19:00:00",1,39,39,11
"3446",3446,"2015-05-11 19:30:00",1,40,40,11
"3447",3447,"2015-05-11 20:00:00",1,41,41,11
"3448",3448,"2015-05-11 20:30:00",1,42,42,11
"3449",3449,"2015-05-11 21:00:00",1,43,43,11
"3450",3450,"2015-05-11 21:30:00",1,44,44,11
"3451",3451,"2015-05-11 22:00:00",1,45,45,11
"3452",3452,"2015-05-11 22:30:00",1,46,46,11
"3453",3453,"2015-05-11 23:00:00",1,47,47,11
"3454",3454,"2015-05-11 23:30:00",1,48,48,11
"3455",3455,"2015-05-12 00:00:00",2,1,49,11
"3456",3456,"2015-05-12 00:30:00",2,2,50,11
"3457",3457,"2015-05-12 01:00:00",2,3,51,11
"3458",3458,"2015-05-12 01:30:00",2,4,52,11
"3459",3459,"2015-05-12 02:00:00",2,5,53,11
"3460",3460,"2015-05-12 02:30:00",2,6,54,11
"3461",3461,"2015-05-12 03:00:00",2,7,55,11
"3462",3462,"2015-05-12 03:30:00",2,8,56,11
"3463",3463,"2015-05-12 04:00:00",2,9,57,11
"3464",3464,"2015-05-12 04:30:00",2,10,58,11
"3465",3465,"2015-05-12 05:00:00",2,11,59,11
"3466",3466,"2015-05-12 05:30:00",2,12,60,11
"3467",3467,"2015-05-12 06:00:00",2,13,61,11
"3468",3468,"2015-05-12 06:30:00",2,14,62,11
"3469",3469,"2015-05-12 07:00:00",2,15,63,11
"3470",3470,"2015-05-12 07:30:00",2,16,64,11
"3471",3471,"2015-05-12 08:00:00",2,17,65,11
"3472",3472,"2015-05-12 08:30:00",2,18,66,11
"3473",3473,"2015-05-12 09:00:00",2,19,67,11
"3474",3474,"2015-05-12 09:30:00",2,20,68,11
"3475",3475,"2015-05-12 10:00:00",2,21,69,11
"3476",3476,"2015-05-12 10:30:00",2,22,70,11
"3477",3477,"2015-05-12 11:00:00",2,23,71,11
"3478",3478,"2015-05-12 11:30:00",2,24,72,11
"3479",3479,"2015-05-12 12:00:00",2,25,73,11
"3480",3480,"2015-05-12 12:30:00",2,26,74,11
"3481",3481,"2015-05-12 13:00:00",2,27,75,11
"3482",3482,"2015-05-12 13:30:00",2,28,76,11
"3483",3483,"2015-05-12 14:00:00",2,29,77,11
"3484",3484,"2015-05-12 14:30:00",2,30,78,11
"3485",3485,"2015-05-12 15:00:00",2,31,79,11
"3486",3486,"2015-05-12 15:30:00",2,32,80,11
"3487",3487,"2015-05-12 16:00:00",2,33,81,11
"3488",3488,"2015-05-12 16:30:00",2,34,82,11
"3489",3489,"2015-05-12 17:00:00",2,35,83,11
"3490",3490,"2015-05-12 17:30:00",2,36,84,11
"3491",3491,"2015-05-12 18:00:00",2,37,85,11
"3492",3492,"2015-05-12 18:30:00",2,38,86,11
"3493",3493,"2015-05-12 19:00:00",2,39,87,11
"3494",3494,"2015-05-12 19:30:00",2,40,88,11
"3495",3495,"2015-05-12 20:00:00",2,41,89,11
"3496",3496,"2015-05-12 20:30:00",2,42,90,11
"3497",3497,"2015-05-12 21:00:00",2,43,91,11
"3498",3498,"2015-05-12 21:30:00",2,44,92,11
"3499",3499,"2015-05-12 22:00:00",2,45,93,11
"3500",3500,"2015-05-12 22:30:00",2,46,94,11
"3501",3501,"2015-05-12 23:00:00",2,47,95,11
"3502",3502,"2015-05-12 23:30:00",2,48,96,11
"3503",3503,"2015-05-13 00:00:00",3,1,97,11
"3504",3504,"2015-05-13 00:30:00",3,2,98,11
"3505",3505,"2015-05-13 01:00:00",3,3,99,11
"3506",3506,"2015-05-13 01:30:00",3,4,100,11
"3507",3507,"2015-05-13 02:00:00",3,5,101,11
"3508",3508,"2015-05-13 02:30:00",3,6,102,11
"3509",3509,"2015-05-13 03:00:00",3,7,103,11
"3510",3510,"2015-05-13 03:30:00",3,8,104,11
"3511",3511,"2015-05-13 04:00:00",3,9,105,11
"3512",3512,"2015-05-13 04:30:00",3,10,106,11
"3513",3513,"2015-05-13 05:00:00",3,11,107,11
"3514",3514,"2015-05-13 05:30:00",3,12,108,11
"3515",3515,"2015-05-13 06:00:00",3,13,109,11
"3516",3516,"2015-05-13 06:30:00",3,14,110,11
"3517",3517,"2015-05-13 07:00:00",3,15,111,11
"3518",3518,"2015-05-13 07:30:00",3,16,112,11
"3519",3519,"2015-05-13 08:00:00",3,17,113,11
"3520",3520,"2015-05-13 08:30:00",3,18,114,11
"3521",3521,"2015-05-13 09:00:00",3,19,115,11
"3522",3522,"2015-05-13 09:30:00",3,20,116,11
"3523",3523,"2015-05-13 10:00:00",3,21,117,11
"3524",3524,"2015-05-13 10:30:00",3,22,118,11
"3525",3525,"2015-05-13 11:00:00",3,23,119,11
"3526",3526,"2015-05-13 11:30:00",3,24,120,11
"3527",3527,"2015-05-13 12:00:00",3,25,121,11
"3528",3528,"2015-05-13 12:30:00",3,26,122,11
"3529",3529,"2015-05-13 13:00:00",3,27,123,11
"3530",3530,"2015-05-13 13:30:00",3,28,124,11
"3531",3531,"2015-05-13 14:00:00",3,29,125,11
"3532",3532,"2015-05-13 14:30:00",3,30,126,11
"3533",3533,"2015-05-13 15:00:00",3,31,127,11
"3534",3534,"2015-05-13 15:30:00",3,32,128,11
"3535",3535,"2015-05-13 16:00:00",3,33,129,11
"3536",3536,"2015-05-13 16:30:00",3,34,130,11
"3537",3537,"2015-05-13 17:00:00",3,35,131,11
"3538",3538,"2015-05-13 17:30:00",3,36,132,11
"3539",3539,"2015-05-13 18:00:00",3,37,133,11
"3540",3540,"2015-05-13 18:30:00",3,38,134,11
"3541",3541,"2015-05-13 19:00:00",3,39,135,11
"3542",3542,"2015-05-13 19:30:00",3,40,136,11
"3543",3543,"2015-05-13 20:00:00",3,41,137,11
"3544",3544,"2015-05-13 20:30:00",3,42,138,11
"3545",3545,"2015-05-13 21:00:00",3,43,139,11
"3546",3546,"2015-05-13 21:30:00",3,44,140,11
"3547",3547,"2015-05-13 22:00:00",3,45,141,11
"3548",3548,"2015-05-13 22:30:00",3,46,142,11
"3549",3549,"2015-05-13 23:00:00",3,47,143,11
"3550",3550,"2015-05-13 23:30:00",3,48,144,11
"3551",3551,"2015-05-14 00:00:00",4,1,145,11
"3552",3552,"2015-05-14 00:30:00",4,2,146,11
"3553",3553,"2015-05-14 01:00:00",4,3,147,11
"3554",3554,"2015-05-14 01:30:00",4,4,148,11
"3555",3555,"2015-05-14 02:00:00",4,5,149,11
"3556",3556,"2015-05-14 02:30:00",4,6,150,11
"3557",3557,"2015-05-14 03:00:00",4,7,151,11
"3558",3558,"2015-05-14 03:30:00",4,8,152,11
"3559",3559,"2015-05-14 04:00:00",4,9,153,11
"3560",3560,"2015-05-14 04:30:00",4,10,154,11
"3561",3561,"2015-05-14 05:00:00",4,11,155,11
"3562",3562,"2015-05-14 05:30:00",4,12,156,11
"3563",3563,"2015-05-14 06:00:00",4,13,157,11
"3564",3564,"2015-05-14 06:30:00",4,14,158,11
"3565",3565,"2015-05-14 07:00:00",4,15,159,11
"3566",3566,"2015-05-14 07:30:00",4,16,160,11
"3567",3567,"2015-05-14 08:00:00",4,17,161,11
"3568",3568,"2015-05-14 08:30:00",4,18,162,11
"3569",3569,"2015-05-14 09:00:00",4,19,163,11
"3570",3570,"2015-05-14 09:30:00",4,20,164,11
"3571",3571,"2015-05-14 10:00:00",4,21,165,11
"3572",3572,"2015-05-14 10:30:00",4,22,166,11
"3573",3573,"2015-05-14 11:00:00",4,23,167,11
"3574",3574,"2015-05-14 11:30:00",4,24,168,11
"3575",3575,"2015-05-14 12:00:00",4,25,169,11
"3576",3576,"2015-05-14 12:30:00",4,26,170,11
"3577",3577,"2015-05-14 13:00:00",4,27,171,11
"3578",3578,"2015-05-14 13:30:00",4,28,172,11
"3579",3579,"2015-05-14 14:00:00",4,29,173,11
"3580",3580,"2015-05-14 14:30:00",4,30,174,11
"3581",3581,"2015-05-14 15:00:00",4,31,175,11
"3582",3582,"2015-05-14 15:30:00",4,32,176,11
"3583",3583,"2015-05-14 16:00:00",4,33,177,11
"3584",3584,"2015-05-14 16:30:00",4,34,178,11
"3585",3585,"2015-05-14 17:00:00",4,35,179,11
"3586",3586,"2015-05-14 17:30:00",4,36,180,11
"3587",3587,"2015-05-14 18:00:00",4,37,181,11
"3588",3588,"2015-05-14 18:30:00",4,38,182,11
"3589",3589,"2015-05-14 19:00:00",4,39,183,11
"3590",3590,"2015-05-14 19:30:00",4,40,184,11
"3591",3591,"2015-05-14 20:00:00",4,41,185,11
"3592",3592,"2015-05-14 20:30:00",4,42,186,11
"3593",3593,"2015-05-14 21:00:00",4,43,187,11
"3594",3594,"2015-05-14 21:30:00",4,44,188,11
"3595",3595,"2015-05-14 22:00:00",4,45,189,11
"3596",3596,"2015-05-14 22:30:00",4,46,190,11
"3597",3597,"2015-05-14 23:00:00",4,47,191,11
"3598",3598,"2015-05-14 23:30:00",4,48,192,11
"3599",3599,"2015-05-15 00:00:00",5,1,193,11
"3600",3600,"2015-05-15 00:30:00",5,2,194,11
"3601",3601,"2015-05-15 01:00:00",5,3,195,11
"3602",3602,"2015-05-15 01:30:00",5,4,196,11
"3603",3603,"2015-05-15 02:00:00",5,5,197,11
"3604",3604,"2015-05-15 02:30:00",5,6,198,11
"3605",3605,"2015-05-15 03:00:00",5,7,199,11
"3606",3606,"2015-05-15 03:30:00",5,8,200,11
"3607",3607,"2015-05-15 04:00:00",5,9,201,11
"3608",3608,"2015-05-15 04:30:00",5,10,202,11
"3609",3609,"2015-05-15 05:00:00",5,11,203,11
"3610",3610,"2015-05-15 05:30:00",5,12,204,11
